,Unnamed: 0,S1,S2,VECM(q),Johansen_intercept,Johansen_slope,Johansen_std,VECM_Model_Type,w1,w2,Del_min
6657,10750,RF.N,RHI.N,1.0,-3.100447976682148,0.0,0.0016481683698046,3.0,-0.8007286786925261,-0.199271321307474,16.0
6658,10751,RF.N,RL.N,1.0,0.960411865519877,-0.0001039948501128,0.000840468846726,4.0,-0.5054293992733855,0.4945706007266146,16.0
6659,10752,RF.N,ROST.OQ,1.0,0.5930094372040751,-3.572240005749993e-05,0.0006121055652215,4.0,-0.5363119927770029,0.4636880072229971,16.0
6660,10753,RF.N,SBUX.OQ,1.0,-3.456184791182777,0.0,0.0008052291174156,2.0,-0.5029310744061021,-0.4970689255938978,16.0
6661,10754,RF.N,STLD.OQ,1.0,-2.992181212842969,0.0,0.0014454213521594,3.0,-0.8296724974334534,-0.1703275025665466,16.0
6662,10755,RF.N,SWKS.OQ,1.0,0.0,0.0,,1.0,-0.6111625683965185,0.3888374316034814,16.0
6663,10756,RF.N,SYF.N,1.0,-2.31936694966277,0.0,0.0012021928408625,3.0,-0.9163680847864252,0.0836319152135747,16.0
6664,10757,RF.N,TDG.N,1.0,0.0,0.0,0.0009246290664187,1.0,-0.6719053144388711,0.3280946855611288,16.0
6665,10758,RF.N,TDY.N,1.0,-3.658205908737148,0.0,0.0013252468993262,2.0,-0.6841459553024609,-0.3158540446975391,16.0
6666,10759,RF.N,TRMB.OQ,1.0,0.0664416136807601,-7.011487031205977e-05,0.000581244210343,4.0,-0.5530136372430927,0.4469863627569073,16.0
6667,10760,RF.N,UAL.OQ,1.0,-1.5785382454084569,0.0,0.001109778846161,3.0,-0.8271466673540004,0.1728533326459995,16.0
6668,10761,RF.N,UDR.N,1.0,-0.8648574806906593,0.0,0.0011536307520348,3.0,-0.6962110550110634,0.3037889449889366,16.0
6669,10762,RF.N,UHS.N,1.0,-3.504547166425295,0.0,0.0010227506714939,3.0,-0.6698030201072847,-0.3301969798927154,16.0
6670,10763,RF.N,UNP.N,1.0,-4.111461133565667,3.78048172823705e-05,0.0007709307765351,4.0,0.1140313941574282,-0.8859686058425718,16.0
6671,10764,RF.N,UPS.N,1.0,0.0,0.0,0.0008271277534917,1.0,-0.6256002682836332,0.3743997317163667,16.0
6672,10765,RF.N,VRSK.OQ,1.0,-4.433655456932124,1.8808265415790417e-05,0.0008636683854554,4.0,-0.1713118032822878,-0.8286881967177122,16.0
6673,10766,RF.N,WFC.N,1.0,-3.321318010582946,0.0,0.001160976822933,3.0,-0.5793559540713482,-0.4206440459286518,16.0
6674,10767,RF.N,WMT.N,1.0,0.0,0.0,0.0009273214969421,1.0,-0.6164851587419573,0.3835148412580427,16.0
6675,10768,RF.N,WTW.OQ,1.0,-3.130993374255386,0.0,0.0010935207881636,3.0,-0.7901697907332197,-0.2098302092667803,16.0
6676,10769,RF.N,WYNN.OQ,1.0,1.0816712342898158,-0.0001080003009614,0.0009593904792364,4.0,-0.4832709649542544,0.5167290350457456,16.0
6677,10770,RF.N,XOM.N,1.0,0.0,0.0,0.0008368925372551,1.0,-0.6078628943329226,0.3921371056670775,16.0
6678,10771,RF.N,XRAY.OQ,1.0,-3.2091973023379703,0.0001075065596691,0.0012633249420338,4.0,-0.5448300761198184,-0.4551699238801817,16.0
6679,10772,RF.N,XYL.N,1.0,-3.375087946419585,0.0,0.0011671704192572,3.0,-0.6217486427435112,-0.3782513572564889,16.0
6680,10773,RF.N,ZBRA.OQ,1.0,-0.5968087791989207,7.776326224628715e-05,0.0007401595934397,4.0,0.5684867887695751,-0.4315132112304248,16.0
6681,10774,RF.N,ZION.OQ,1.0,-2.046391197656792,0.0,0.0006552670646322,3.0,0.2710699616475109,-0.7289300383524892,16.0
6682,10775,RHI.N,RSG.N,1.0,4.005695788910297,0.0,0.0004941413524793,3.0,-0.0326874306320681,0.967312569367932,16.0
6683,10776,RHI.N,TDY.N,1.0,1.722744964546575,0.0,0.0010125554521141,3.0,-0.3871934372137848,0.6128065627862153,16.0
6684,10777,RHI.N,UNP.N,1.0,4.97682480074187,-3.958950498403831e-05,0.0008372259597953,4.0,-0.0032474138630797,0.9967525861369204,16.0
6685,10778,RHI.N,VRSK.OQ,1.0,2.8541185233473314,0.0,0.0006260626375198,3.0,-0.2144342060067883,0.7855657939932118,16.0
6686,10779,RHI.N,VZ.N,1.0,-1.2113067924352583,-6.401573683443276e-05,0.0008817810397675,4.0,0.343069257537778,-0.656930742462222,16.0
6687,10780,RHI.N,WMB.N,1.0,1.0049437230475462,0.0,0.0006912002476531,3.0,-0.3085599822147448,0.6914400177852553,16.0
6688,10781,RHI.N,WRK.N,1.0,2.5193061115190147,-5.695631353888375e-05,0.0009065823912847,4.0,-0.1573277785094591,0.8426722214905408,16.0
6689,10782,RHI.N,XEL.OQ,1.0,-1.7652110456642711,-8.042325540101404e-05,0.0005837905664995,4.0,0.264265296052928,-0.735734703947072,16.0
6690,10783,RHI.N,XOM.N,1.0,4.372128585454386,0.0,0.0010004827828818,3.0,0.1326133650805178,0.8673866349194821,16.0
6691,10784,RHI.N,XRAY.OQ,1.0,2.232468529284847,-0.0001932921901261,0.0024929387208681,4.0,-0.1817846750039779,0.8182153249960221,16.0
6692,10785,RJF.N,SEDG.OQ,0.0,-2.7877416579760257,0.0,0.0009848292007901,3.0,-0.7940531919079278,0.2059468080920723,16.0
6693,10786,RJF.N,SJM.N,0.0,0.0,0.0,0.0006191084816211,1.0,-0.5100291443597026,0.4899708556402974,16.0
6694,10787,RJF.N,UNP.N,0.0,4.172767014431424,-3.817524183397053e-05,0.0007915637738201,4.0,-0.0880096925872708,0.9119903074127292,16.0
6695,10788,RJF.N,UPS.N,0.0,-4.226071542458754,0.0,0.0015067783795169,2.0,0.0571181700314229,-0.9428818299685772,16.0
6696,10789,RJF.N,URI.N,1.0,-1.9198683346506995,-3.5349804707810495e-05,0.0008059273562066,4.0,-0.7251889885455317,0.2748110114544682,16.0
6697,10790,RJF.N,XOM.N,1.0,-1.8603033005649217,0.0,0.0006708409386698,2.0,0.2871195355771278,-0.7128804644228721,16.0
6698,10791,RJF.N,XRAY.OQ,1.0,-3.7363764489279214,0.0002230543394529,,4.0,-0.1087608980208537,-0.8912391019791461,16.0
6699,10792,RJF.N,XYL.N,1.0,-2.7112747325682505,2.931332187023926e-05,0.0010372754814581,4.0,0.176517977008683,-0.8234820229913169,16.0
6700,10793,RL.N,ROL.N,1.0,4.229723982904181,-8.328146091823928e-05,0.0013015395705259,4.0,0.2252243002486695,0.7747756997513304,16.0
6701,10794,RL.N,TEL.N,1.0,0.4846970572914697,-7.291525102049104e-05,0.0008084115739604,4.0,0.5264306448403444,-0.4735693551596557,16.0
6702,10795,RL.N,WTW.OQ,1.0,4.55845736543098,-0.0001512391733595,0.0016005902190431,4.0,0.5407677041631296,0.4592322958368704,16.0
6703,10796,RL.N,WYNN.OQ,1.0,0.0,0.0,0.0012037213628453,1.0,-0.4950124127454952,0.5049875872545049,16.0
6704,10797,RL.N,XRAY.OQ,1.0,4.304373596400107,-0.000222042125782,0.0015998973925373,4.0,0.5475181742864743,0.4524818257135257,16.0
6705,10798,RL.N,ZBRA.OQ,1.0,0.6081804780220842,0.0,0.0008824611333517,3.0,-0.453136179788744,0.546863820211256,16.0
6706,10799,RL.N,ZION.OQ,1.0,3.5085655310554,0.0,0.0013949296325724,3.0,-0.0409869837850491,0.9590130162149508,16.0
6707,10800,RMD.N,ROK.N,1.0,-0.6871319524187538,0.0,0.0008414795230396,2.0,0.4530348443093345,-0.5469651556906654,16.0
6708,10801,RMD.N,TXN.OQ,1.0,0.0,0.0,0.0005969985980304,1.0,-0.497401939808042,0.5025980601919581,16.0
6709,10802,RMD.N,TXT.N,1.0,4.503501062909263,-0.0001109323491146,0.0009010422912035,4.0,0.7403803927783595,0.2596196072216405,16.0
6710,10803,RMD.N,USB.N,1.0,4.11878331579275,0.0,0.0010651576043563,2.0,0.229352302355822,0.7706476976441781,16.0
6711,10804,RMD.N,WMT.N,1.0,-4.592998727944579,0.0,0.0006615790342462,2.0,-0.2724658110800264,-0.7275341889199736,16.0
6712,10805,RMD.N,WTW.OQ,1.0,-0.5231670957185395,0.0,0.0010811138450384,2.0,0.4161679024698574,-0.5838320975301426,16.0
6713,10806,RMD.N,XRAY.OQ,1.0,-1.543787335353365,0.0,0.000894419544346,3.0,-0.6247988682520739,0.3752011317479262,16.0
6714,10807,ROK.N,SYK.N,0.0,0.7047451286670903,0.0,0.0006338096723669,2.0,-0.4330643154688264,0.5669356845311736,16.0
6715,10808,ROK.N,T.N,1.0,0.3420426336679221,-6.395115064622211e-05,0.0005792544981521,4.0,0.4452123931786381,-0.5547876068213619,16.0
6716,10809,ROK.N,TSLA.OQ,1.0,-2.211874707386293,0.0,0.0015707576077627,2.0,-0.7286518567257809,0.2713481432742191,16.0
6717,10810,ROK.N,TXN.OQ,1.0,0.0,0.0,0.0008247312634105,1.0,-0.4739782214966657,0.5260217785033343,16.0
6718,10811,ROK.N,TXT.N,1.0,4.780837658945386,-8.360374511929442e-05,0.0013165547055504,4.0,0.6837484625888625,0.3162515374111376,16.0
6719,10812,ROK.N,UNH.N,1.0,-1.5331699535746353,0.0,0.0006272378023535,2.0,0.3787934877496017,-0.6212065122503984,16.0
6720,10813,ROK.N,UNP.N,1.0,2.5507092159065547,0.0,0.0006561530218921,3.0,-0.2425827036393658,0.7574172963606343,16.0
6721,10814,ROK.N,UPS.N,1.0,4.804717648379018,0.0,0.0010770213599351,2.0,0.1464174018658679,0.8535825981341321,16.0
6722,10815,ROK.N,WYNN.OQ,1.0,-4.692709046340147,0.000105795960087,0.0016187489686443,4.0,-0.9570462051758112,0.0429537948241887,16.0
